OBJECTID,OBJECTID,Onstreet,Atstreet,x,y,Month,Bridge_ID,DirFrom,LocationID,PkHrVol,Max24HrDay,PkHrDay,PkHrTime,PkHrAMPM,Month2,AWT,Max24HrVol,YearTxt,Year,created_user,created_date,last_edited_user,last_edited_date,GlobalID,x2,y2
91,44,Baptist Church Rd,Tesson Ferry Rd,859612.01337866,978336.2681334,8, ,N,44,1420,Fri,Fri,5:00,PM,August,15620,17058,2012,2012,,,HY4TCF,45275.9079513889,{DA180CC8-2EDD-43CA-A4D8-59FC8771BD47},859612.013378661,978336.268133402
92,44,Baptist Church Rd,Tesson Ferry Rd,859612.01337866,978336.2681334,5,,N,44,1220,Fri,Fri,0.125,PM,May,12700,14100,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{9D29434D-B43E-4CA7-B56D-09D804733903},859612.013378661,978336.268133402
93,42,Baptist Church Rd( will interprolate),Lindbergh Blvd,859838.81509041,979978.04306507,5,,N,42,930,Fri,Wedn,0.125,PM,May,9900,10300,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{DBF7D141-5C93-4D85-B821-457F793586F9},859838.81509041,979978.043065071
94,45,Barrett Parkway Dr,Barrett Station Rd,827830.35712583,1005693.30757932,3, ,E,45,195,Wed,Thu,12:00,PM,March,1640,1725,2015,2015,,,HY4TCF,45275.9079513889,{DBAC2B0A-EEE0-4142-A5A1-CA39BABCA625},827830.35712583,1005693.30757932
95,46,Barrett Parkway Dr,Barrett Station Rd,827747.89173958,1005671.60617916,3, ,W,46,233,Wed,Fri,4:00,PM,March,2180,2286,2015,2015,,,HY4TCF,45275.9079513889,{0048A38B-341C-4E4D-889B-2A26BC72106E},827747.891739577,1005671.60617916
96,46,Barrett Parkway Dr,Barrett Station Rd,827830.35712583,1005693.30757932,3,,W,46,233,Wed,Fri,4:00,PM,March,2180,2286,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{8B8826F6-0BC2-40E1-8FFD-71028718B1A6},827830.35712583,1005693.30757932
97,48,Barrett Parkway Dr,Manchester Rd,827161.95426316,1005962.40481015,2, ,SE,48,233,Fri,Fri,2:00,PM,February,2090,2248,2015,2015,,,HY4TCF,45275.9079513889,{58865877-4715-42D2-878A-CE59AC3EA659},827161.954263162,1005962.40481015
98,47,Barrett Parkway Dr,Manchester Rd,827161.95426316,1005962.40481015,2,,SE,48,233,Fri,Fri,2:00,PM,February,2090,2248,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{FDC77948-72ED-4ED7-9434-7D7DDDAE8659},827161.954263162,1005962.40481015
99,49,Barrett Parkway Dr N,Barrett Station Rd,827700.14872483,1006474.55732916,2, ,E,49,683,Fri,Fri,5:00,PM,February,6050,6884,2015,2015,,,HY4TCF,45275.9079513889,{D1A4D19C-820C-423A-BC8C-EFEC16C0129E},827700.148724828,1006474.55732916
100,49,Barrett Parkway Dr N,Barrett Station Rd,827700.14872483,1006474.55732916,2,,E,49,683,Fri,Fri,5:00,PM,February,6050,6884,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{F8F00CC4-5B6F-47AB-BBA0-FE8FD8498CDD},827700.148724828,1006474.55732916
101,47,Barrett Parkway Dr N,Manchester Rd,828424.97503108,1006431.15485691,2, ,NW,47,683,Fri,Tue,5:00,PM,February,2230,2335,2015,2015,,,HY4TCF,45275.9079513889,{AFE423A9-406C-457A-8CE9-15EAEC206168},828424.975031078,1006431.15485691
102,48,Barrett Parkway Dr N,Manchester Rd,828424.97503108,1006431.15485691,6,,NW,47,240,Tue,Tue,5:00,PM,June,2364,2441,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{89C755EA-5A0B-4018-B9CB-AFFB87766C9D},828424.975031078,1006431.15485691
103,45,Barrett Pkwy Dr,Barrett Station Rd,827830.35712583,1005693.30757932,3,,E,45,195,Wed,Thu,12:00,PM,March,1640,1725,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{D554FF81-3C36-4C74-BC45-4D348FF900CA},827830.35712583,1005693.30757932
104,50,Barrett Station Rd,Barrett Parkway Dr,827812.99594008,1005589.14079291,2, ,S,50,815,Fri,Tue,5:00,PM,February,7330,2348,2015,2015,,,HY4TCF,45275.9079513889,{EDF14F0A-30F0-42A9-A986-810D91E8C2A6},827812.995940078,1005589.14079291
105,50,Barrett Station Rd,Barrett Parkway Dr,827812.99594008,1005589.14079291,2,,S,50,815,Fri,Tue,5:00,PM,February,7330,2348,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{4FA95EE2-9E84-4894-8D97-A213DBA74EB6},827812.995940078,1005589.14079291
106,51,Barrett Station Rd,Barrett Parkway Dr N,827639.38473875,1006604.76573016,2, ,N,51,62,Fri,Sat,12:00,PM,February,600,650,2015,2015,,,HY4TCF,45275.9079513889,{A03845DE-850A-427E-9F42-9E74E616CD75},827639.384738747,1006604.76573016
107,51,Barrett Station Rd,Barrett Pkwy Dr N,827639.38473875,1006604.76573016,2,,N,51,62,Fri,Sat,12:00,PM,February,600,650,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{1899C9B5-F605-4DA0-8F65-3D93C5211DC2},827639.384738747,1006604.76573016
108,52,Barrett Station Rd,Big Bend Rd,833398.933259,994803.55048749,2, ,N,52,168,Wed,Tue,5:00,PM,February,1529,1571,2015,2015,,,HY4TCF,45275.9079513889,{6C357358-219E-4C36-AA75-12ED6FDB0253},833398.933258995,994803.550487489
109,52,Barrett Station Rd,Big Bend Rd,833398.933259,994803.55048749,7,,N,52,200,Wed,Thurs,8.33333333333333E-02,PM,July,1800,1860,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{134621DE-D2EB-4AC6-BD13-991A5F1C4E3C},833398.933258995,994803.550487489
110,53,Barrett Station Rd,Dougherty Ferry Rd,830178.44724591,999703.72408607,2,363-C,N,53,760,Fri,Wed,5:00,PM,February,6360,6720,2012,2012,,,HY4TCF,45275.9079513889,{F443AAFA-3735-40F0-8B5B-7C08B959042A},830178.447245911,999703.724086069
111,53,Barrett Station Rd,Dougherty Ferry Rd,830376.76049758,998821.31935482,7,363-C,N,53,780,Thurs,Wed,0.125,PM,July,7430,7760,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{C38AB867-8B38-4E5F-9664-9D8530158039},830376.760497577,998821.319354825
112,54,Barrett Station Rd,Dougherty Ferry Rd,830376.76049758,998821.31935482,2,364,S,54,298,Wed,Wed,2:00,PM,February,2920,3112,2015,2015,,,HY4TCF,45275.9079513889,{9E654C97-776C-4167-B0DC-A8D8CFB29DE6},830376.760497577,998821.319354825
113,54,Barrett Station Rd,Dougherty Ferry Rd,830178.44724591,999703.72408607,7,364,S,54,270,Tues,Wed,0.208333333333333,PM,July,3140,3270,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{EB4512A4-F60C-45DD-8DBB-2F1EA4CD3C5D},830178.447245911,999703.724086069
114,55,Barrett Station Rd,Manchester Rd,827639.38473875,1006201.1198839,2, ,N,55,272,Sat,Sat,10:00,AM,February,7590,2348,2015,2015,,,HY4TCF,45275.9079513889,{D038D7DB-6AFB-4C18-ABAD-7C316D95E6D9},827639.384738747,1006201.1198839
115,55,Barrett Station Rd,Manchester Rd,827639.38473875,1006201.1198839,2,,N,55,272,Sat,Sat,10:00,AM,February,7590,2348,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{43D43966-45AB-42BD-BEB0-BDF239BBD26B},827639.384738747,1006201.1198839
116,56,Bauer Rd,Keller Rd,852854.20504391,969977.60702924,8, ,W,56,79,Tue,Wed,5:00,PM,August,790,896,2012,2012,,,HY4TCF,45275.9079513889,{ADF4BC23-36DB-40EB-BE5F-6BD09AAE708A},852854.205043912,969977.607029237
117,56,Bauer Rd,Keller Rd,852854.20504391,969977.60702924,10,,W,56,120,Fri,Mon,0.333333333333333,AM,October,750,810,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535551968,{CE19E1E5-4B25-49CA-9227-6D2C3378E219},852854.205043912,969977.607029237
118,57,Bauer Rd,Tesson Ferry Rd,854169.309041,970520.14170532,8, ,W,57,531,Tue,Wed,5:00,PM,August,4110,4256,2012,2012,,,HY4TCF,45275.9079513889,{0E149162-526C-4B02-8D62-CCEFB0761FE2},854169.309040997,970520.141705319
119,57,Bauer Rd,Tesson Ferry Rd,854169.309041,970520.14170532,10,,W,57,350,Fri,Mon,0.291666666666667,AM,October,3200,3360,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535602894,{9BEAB4B2-6AA7-4CC3-AC35-64306D200EC0},854169.309040997,970520.141705319
120,58,Baumgartner Rd,Heintz Rd,870553.85763666,958211.11382999,6, ,E,58,688,Tue,Mon,5:00,PM,June,7560,7704,2018,2018,,,HY4TCF,45275.9079513889,{7C80514D-B442-4F5B-8201-A31D335FAD5A},870553.857636664,958211.113829985
121,58,Baumgartner Rd,Heintz Rd,870553.85763666,958211.11382999,6,,E,58,690,Tue,Mon,5:00,PM,June,7490,7700,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{9E49EBE0-D6F6-40FE-AE50-C69A5CFF4B29},870553.857636664,958211.113829985
122,59,Baumgartner Rd,Heintz Rd,870323.82299175,958098.26661474,6,512,W,59,1233,Wed,Tue,5:00,PM,June,11470,11915,2018,2018,,,HY4TCF,45275.9079513889,{F8E757C3-2E6E-46AB-9D1F-633938082E37},870323.822991747,958098.266614735
123,59,Baumgartner Rd,Heintz Rd,870323.82299175,958098.26661474,6,512,W,59,1230,Wed,Tue,5:00,PM,June,11360,11910,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{C221AD75-8F8D-4907-92F1-80E726638349},870323.822991747,958098.266614735
124,60,Baumgartner Rd,Lemay Ferry Rd,861204.8993005,958059.20370074,6, ,E,60,1606,Tue,Mon,4:00,PM,June,12900,13327,2018,2018,,,HY4TCF,45275.9079513889,{E7DA17DD-F125-4549-9949-63FB81C32922},861204.899300497,958059.203700736
125,60,Baumgartner Rd,Lemay Ferry Rd,861204.8993005,958059.20370074,8,,E,60,780,Mon,Mon,0.208333333333333,PM,August,9090,9380,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{D359ED16-CAF7-4FDD-A76D-15AAF0073573},861204.899300497,958059.203700736
126,61,Baumgartner Rd,Old Baumgartner Rd (East Int),872511.32320991,960420.31512024,6, ,E,61,949,Thu,Fri,5:00,PM,June,10410,10481,2018,2018,,,HY4TCF,45275.9079513889,{5C41032F-4AC5-411E-8F28-AF14824768D7},872511.323209912,960420.315120235
127,61,Baumgartner Rd,Old Baumgartner Rd (East Int),872511.32320991,960420.31512024,7,,E,61,900,Tues,Mon,5:00,PM,July,7760,9310,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{AD1EA6A8-ED7D-42B9-AA1A-0978B0E1284B},872511.323209912,960420.315120235
128,62,Baumgartner Rd,Old Baumgartner Rd (West Int),862355.07285316,957547.05118174,6, ,E,62,1253,Tue,Tue,4:00,PM,June,13700,13905,2018,2018,,,HY4TCF,45275.9079513889,{46A1BAA9-E0F5-4177-AB03-A9090F8C510C},862355.072853163,957547.051181741
129,62,Baumgartner Rd,Old Baumgartner Rd (West Int),862355.07285316,957547.05118174,6,,E,62,1280,Tue,Fri,0.208333333333333,PM,June,13580,13900,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{90FEEE5D-F58B-46C8-A899-DB35ED1AD157},862355.072853163,957547.051181741
130,63,Baumgartner Rd,Telegraph Rd,875870.69805283,960138.19724616,5, ,W,63,876,Wed,Tue,5:00,PM,May,11290,11657,2018,2018,,,HY4TCF,45275.9079513889,{947EB2A0-7D66-4CA2-8DBE-8A659EF71207},875870.698052827,960138.197246157
131,63,Baumgartner Rd,Telegraph Rd,875870.69805283,960138.19724616,5,,W,63,880,Wed,Tue,5:00,PM,June,11150,11660,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{1944148A-D4B4-4EF5-8A85-C33DAC20D0EA},875870.698052827,960138.197246157
132,64,Baur Blvd,Lindbergh Blvd,847723.75828383,1038091.13812474,8, ,E,64,626,Wed,Thu,4:00,PM,August,6320,6604,2013,2013,,,HY4TCF,45275.9079513889,{AD25518F-C640-4B8E-8EEF-C61AFE879832},847723.758283827,1038091.13812474
133,64,Baur Blvd,Lindbergh Blvd,847723.75828383,1038091.13812474,9,,E,64,600,Wed,Tues,4:00,PM,September,6210,6500,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{C8FB0D48-9FF4-43A1-8780-78530BDE15A8},847723.758283827,1038091.13812474
134,65,Baur Blvd,Warson Rd,850206.39701933,1038360.23535557,8, ,W,65,497,Tue,Tue,12:00,PM,August,5340,5584,2013,2013,,,HY4TCF,45275.9079513889,{4F8C01AB-9C65-4F41-B54C-F5DD1C4D2DB5},850206.39701933,1038360.23535557
135,65,Baur Blvd,Warson Rd,850206.39701933,1038360.23535557,6,,W,65,380,Mon,Mon,0.333333333333333,AM,June,2570,3100,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{B3905F4A-7059-432A-A280-E45D0342DBE2},850206.39701933,1038360.23535557
136,68,Baxter Rd,Clarkson Rd,800378.09838216,1022280.37414265,1, ,W,68,1329,Fri,Fri,5:00,PM,January,13320,14224,2014,2014,,,HY4TCF,45275.9079513889,{EBBF61F4-0001-4C3E-8446-1158B7B50BBC},800378.098382164,1022280.37414265
137,68,Baxter Rd,Clarkson Rd,800378.09838216,1022280.37414265,2,,W,68,1200,Fri,Tues,0.166666666666667,PM,February,12720,13520,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{D78CE36C-A8CC-4083-9DD0-8955A89D5882},800378.098382164,1022280.37414265
138,69,Baxter Rd,Clayton Rd,808761.34506708,1012943.56866932,1, ,N,69,1334,Thu,Thu,4:00,PM,January,13390,13552,2014,2014,,,HY4TCF,45275.9079513889,{8730CBA3-E92C-4B4E-AB8E-A1C004268C93},808761.34506708,1012943.56866932
139,69,Baxter Rd,Clayton Rd,808761.34506708,1012943.56866932,3,,N,69,1250,Wedn,Wedn,0.208333333333333,PM,March,12900,13200,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{5EAE6EA3-2B37-4C01-8A1B-E0522486D4BB},808761.34506708,1012943.56866932
140,70,Baxter Rd,Clayton Rd,808865.51185349,1012726.55466766,6, ,S,70,1468,Fri,Fri,4:00,PM,June,15700,16203,2017,2017,,,HY4TCF,45275.9079513889,{D899B2E2-CBA3-4341-A1F9-51A3912991B5},808865.511853494,1012726.55466766
141,70,Baxter Rd,Clayton Rd,808865.51185349,1012726.55466766,6,,S,70,1468,Fri,Fri,4:00,PM,June,15700,16203,2017,2017,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{8DA4978A-C8D9-4604-9EDF-7EBD3306058B},808865.511853494,1012726.55466766
142,71,Baxter Rd,Country Ridge Dr,805375.9282815,1017999.99228349,1, ,N,71,855,Fri,Fri,5:00,PM,January,8870,9252,2014,2014,,,HY4TCF,45275.9079513889,{738472DC-CAE7-47DD-A53F-2B6CF188467A},805375.928281497,1017999.99228349
143,71,Baxter Rd,Country Ridge Dr,805488.77549675,1017856.76323924,2,,N,71,960,Wedn,Wedn,5:00,PM,February,8940,9560,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{C226DBBA-096B-4284-A3C2-563682B1BC77},805488.775496747,1017856.76323924
144,72,Baxter Rd,Country Ridge Dr,805488.77549675,1017856.76323924,1,312-C,S,72,1112,Fri,Fri,5:00,PM,January,11950,12106,2014,2014,,,HY4TCF,45275.9079513889,{DFAD0EC0-3649-454C-AEFC-97DBDF8FA6ED},805488.775496747,1017856.76323924
145,72,Baxter Rd,Country Ridge Dr,805375.9282815,1017999.99228349,2,312-C,S,72,1170,Wedn,Wedn,5:00,PM,February,10600,11300,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{9D296585-205D-4103-98DA-D3FF74F8B603},805375.928281497,1017999.99228349
146,66,Baxter Rd,Edison Ave,797514.209753,1031288.70750391,1, ,N,66,618,Fri,Fri,5:00,PM,January,6630,7152,2014,2014,,,HY4TCF,45275.9079513889,{C6DB9A49-E3BC-48D1-8470-5EFDB0C91DC2},797514.209752996,1031288.70750391
147,66,Baxter Rd,Edison Ave,797514.209753,1031288.70750391,2,,N,66,730,Wedn,Wedn,5:00,PM,February,5670,6200,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{DF941515-2E1A-4B3E-B746-71508B00BB35},797514.209752996,1031288.70750391
148,73,Baxter Rd,Holloway Rd,809477.4909445,1010586.79779232,1, ,SE,73,901,Wed,Wed,4:00,PM,January,8940,9265,2014,2014,,,HY4TCF,45275.9079513889,{4792D5ED-4C45-4B88-9547-E44699CB90E9},809477.490944497,1010586.79779232
149,73,Baxter Rd,Holloway Rd,809477.4909445,1010586.79779232,2,,SE,73,730,Tues,Tues,4:00,PM,February,7100,7430,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{E47BB214-4A67-44E5-B7D5-55D5A6F86F2D},809477.490944497,1010586.79779232
150,74,Baxter Rd,Manchester Rd,814204.05334175,1004983.49928766,1, ,N,74,1434,Thu,Tue,4:00,PM,January,13000,13226,2014,2014,,,HY4TCF,45275.9079513889,{C2305899-F021-4D19-9A46-1A282ECC9EE8},814204.053341746,1004983.49928766
151,74,Baxter Rd,Manchester Rd,814204.05334175,1004983.49928766,2,,N,74,1020,Fri,Fri,0.208333333333333,PM,February,10300,10660,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{BB8E929E-5A33-4855-819B-68934F70D864},814204.053341746,1004983.49928766
152,75,Baxter Rd,Old Baxter Rd,801960.12966691,1022092.87418957,1, ,W,75,1376,Fri,Fri,5:00,PM,January,13740,14640,2014,2014,,,HY4TCF,45275.9079513889,{07218D8D-F9BA-46A6-A629-13034E236E3D},801960.129666913,1022092.87418957
153,75,Baxter Rd,Old Baxter Rd,801960.12966691,1022092.87418957,2,,W,75,1500,Wedn,Wedn,5:00,PM,February,14000,14800,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{AA39618F-4626-47EF-BC95-2C4F41421935},801960.129666913,1022092.87418957
154,67,Baxter Rd,Old Chesterfield Rd,797362.47350791,1030545.99934366,6, ,S,67,1097,Fri,Fri,12:00,PM,June,12700,13440,2017,2017,,,HY4TCF,45275.9079513889,{8AB1A25B-3F27-48DB-ACCE-CF89A744B5E3},797362.473507911,1030545.99934366
155,67,Baxter Rd,Old Chesterfield Rd,797362.47350791,1030545.99934366,6,,S,67,1097,Fri,Fri,12:00,PM,June,12700,13440,2017,2017,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{DE65F61B-027B-40C5-B98D-27C491CDB91C},797362.473507911,1030545.99934366
156,76,Baxter Rd,Wild Horse Creek Rd,796890.68540949,1029228.29102107,6, ,N,76,1113,Fri,Wed,5:00,PM,June,12620,13278,2017,2017,,,HY4TCF,45275.9079513889,{FE09F2FE-2BF7-4C58-BA41-3B92A05C0549},796890.685409494,1029228.29102107
157,76,Baxter Rd,Wild Horse Creek Rd,796890.68540949,1029228.29102107,6,,N,76,1113,Fri,Wed,5:00,PM,June,12620,13278,2017,2017,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{8F9B8915-46F1-4938-A4F2-0E6D0E2B4104},796890.685409494,1029228.29102107
158,77,Baxter Rd,Wild Horse Creek Rd,797059.95606833,1028993.91583365,1, ,S,77,1219,Fri,Fri,5:00,PM,January,12510,13417,2014,2014,,,HY4TCF,45275.9079513889,{85CA4EF8-D52B-4713-A2F0-CD423426F66C},797059.95606833,1028993.91583365
159,77,Baxter Rd,Wild Horse Creek Rd,797059.95606833,1028993.91583365,1,,S,77,1370,Fri,Wedn,5:00,PM,January,12000,12700,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{3B43AF26-0071-430D-9B5D-8D7B4CF25420},797059.95606833,1028993.91583365
160,78,Bayless Ave,I-55,880571.85761375,987839.39774916,10,419,SE,78,1419,Fri,Thur,5:00,PM,October,16864,17344,2018,2018,,,HY4TCF,45275.9079513889,{8E00EC74-550B-48D1-B37C-944F7362A02F},880571.857613746,987839.397749156
161,78,Bayless Ave,I-55,880571.85761375,987839.39774916,10,419,SE,78,1420,Fri,Thur,5:00,PM,October,16600,17340,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{7376F8E5-F649-4953-903D-30B842B69CC9},880571.857613746,987839.397749156
162,79,Bayless Ave,Lemay Ferry Rd,883071.43791641,985948.04752924,10, ,NW,79,1062,Fri,Thur,4:00,PM,October,12606,12914,2018,2018,,,HY4TCF,45275.9079513889,{293E90A8-FCCA-4390-9264-2373F41189D2},883071.437916413,985948.047529235
163,79,Bayless Ave,Lemay Ferry Rd,883071.43791641,985948.04752924,10,,NW,79,1060,Fri,Thur,4:00,PM,October,12440,12910,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{FBDA10F7-2E7F-48DB-B900-D864D701598B},883071.437916413,985948.047529235
164,80,Bayless Ave,Union Rd,879395.22249983,988695.44328116,10, ,SE,80,1980,Fri,Tue,5:00,PM,October,22270,23543,2015,2015,,,HY4TCF,45275.9079513889,{03C0B292-A9C7-48B7-B206-65D6A0613D92},879395.222499829,988695.443281159
165,80,Bayless Ave,Union Rd,879395.22249983,988695.44328116,10,,SE,80,1980,Fri,Tue,5:00,PM,October,22270,23543,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{D89BBD7F-FDDD-44A2-ACBA-F98B4FA1CB05},879395.222499829,988695.443281159
166,81,Beaumont - Antire Rd,I-44,802693.183647,972577.93220916,10,311,S,81,675,Fri,Fri,5:00,PM,October,4810,5413,2017,2017,,,HY4TCF,45275.9079513889,{995C7EE2-5DF0-4703-98C5-AC985726F882},802693.183646996,972577.932209156
167,81,Beaumont - Antire Rd,I-44,802693.183647,972577.93220916,10,311,S,81,675,Fri,Fri,5:00,PM,October,4810,5413,2017,2017,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{50D6F1E6-707D-463E-8844-46AE1D3F090E},802693.183646996,972577.932209156
168,82,Becker Rd,Fine Rd,866727.44895091,938676.08465865,10, ,E,82,136,Sat,Sat,5:00,PM,October,1090,1194,2010,2010,,,HY4TCF,45275.9079513889,{55C4D1DC-1C1E-42A8-85B3-8E9AAB1B44B5},866727.448950913,938676.084658653
169,82,Becker Rd,Fine Rd,866727.44895091,938676.08465865,1,,E,82,120,Wed,Thu,4:00,PM,January,1060,1140,2020,2020,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535620718,{8E941A6C-0AB8-436D-A302-52D5F340C04E},866727.448950913,938676.084658653
170,83,Becker Rd,Telegraph Rd,870182.30982333,948012.02235157,10, ,S,83,734,Fri,Fri,5:00,PM,October,7480,8825,2010,2010,,,HY4TCF,45275.9079513889,{9E0CC9B3-6E2A-4F9C-88DF-EF639B90CB00},870182.30982333,948012.02235157
171,83,Becker Rd,Telegraph Rd,870182.30982333,948012.02235157,1,,S,83,910,Wed,Wed,6:00,PM,January,9320,9670,2020,2020,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535640625,{B251BAF7-04F7-42B9-ADBF-00C4FEF10E8E},870182.30982333,948012.02235157
172,84,Beckett Memorial Dr,Marshall Rd,822790.73498724,988911.73484332,11, ,N,84,535,Wed,Wed,3:00,PM,November,5750,6090,2014,2014,,,HY4TCF,45275.9079513889,{03086193-DFA5-4420-B551-7E1E2E5A3EE6},822790.734987244,988911.734843321
173,85,Bellefontaine Rd,Chambers Rd,898929.27201433,1062023.30548341,6, ,N,85,1128,Fri,Tue,5:00,PM,June,13230,13674,2015,2015,,,HY4TCF,45275.9079513889,{15C49ACC-3F42-406B-A861-E5FE1FC07784},898929.272014327,1062023.30548341
174,85,Bellefontaine Rd,Chambers Rd,898885.86921399,1061732.5068524,6,,N,85,1128,Fri,Tue,5:00,PM,June,13230,13674,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{56F32BDA-D703-487A-A799-2F7D0DAD6CBB},898885.869213995,1061732.5068524
175,86,Bellefontaine Rd,Chambers Rd,898885.86921399,1061732.5068524,6, ,S,86,974,Thu,Thu,5:00,PM,June,11520,11885,2015,2015,,,HY4TCF,45275.9079513889,{0160E2AF-3291-480F-AFA8-4CDE0A94F2DF},898885.869213995,1061732.5068524
176,86,Bellefontaine Rd,Chambers Rd,898929.27201433,1062023.30548341,6,,S,86,974,Thu,Thu,5:00,PM,June,11520,11885,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{8D1C4AE9-C27A-474C-9415-DFB3B87DD567},898929.272014327,1062023.30548341
177,88,Bellefontaine Rd,I -270,899775.62629275,1068980.77089915,10,,S,88,1360,Fri,Tues,0.166666666666667,PM,October,16140,16750,2021,2021,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535671759,{40EC8B04-744C-4DE7-A1AE-122B0CA86FF5},899775.626292747,1068980.77089915
178,87,Bellefontaine Rd,I-270,899849.41092208,1069558.02794674,6, ,N,87,1629,Sat,Fri,5:00,PM,June,20870,22627,2015,2015,,,HY4TCF,45275.9079513889,{0CC95FDB-18AD-4370-A96C-8405A1F95F25},899849.41092208,1069558.02794674
179,87,Bellefontaine Rd,I-270,899849.41092208,1069558.02794674,10,,N,87,2000,Fri,Fri,4:00,PM,October,21970,24890,2021,2021,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535655208,{B470222A-30D0-48BA-A54B-BF0A4451A234},899849.41092208,1069558.02794674
180,88,Bellefontaine Rd,I-270,899775.62629275,1068980.77089915,6, ,S,88,1355,Fri,Thu,5:00,PM,June,17590,18121,2015,2015,,,HY4TCF,45275.9079513889,{045F9AE6-57E2-42CE-A2C5-B74573FADAC8},899775.626292747,1068980.77089915
181,89,Bellefontaine Rd,Jennings Station Rd,897783.43867608,1054857.50715099,6, ,N,89,1157,Fri,Thu,5:00,PM,June,11450,11916,2015,2015,,,HY4TCF,45275.9079513889,{8DB075B5-1BDD-41CC-8CD9-CBC16D96230F},897783.438676078,1054857.50715099
182,89,Bellefontaine Rd,Jennings Station Rd,897761.73727591,1054662.19454949,6,,N,89,1157,Fri,Thu,5:00,PM,June,11450,11916,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{F09F752D-CF26-4C4C-9421-8DF856704F76},897761.737275913,1054662.19454949
183,90,Bellefontaine Rd,Jennings Station Rd,897761.73727591,1054662.19454949,6, ,S,90,899,Fri,Tue,5:00,PM,June,10650,11463,2015,2015,,,HY4TCF,45275.9079513889,{D6AAE902-9CA6-47D7-8AD1-4F4ACBE1245A},897761.737275913,1054662.19454949
